x_mm,contour_wall,contour_g
3.642309457063674927e+01,3.431829093131030795e-01,0.000000000000000000e+00
3.684911131858825684e+01,3.426828405387675747e-01,0.000000000000000000e+00
3.727512434124946594e+01,3.421039457952429474e-01,0.000000000000000000e+00
3.770113736391067505e+01,3.414502589618249595e-01,0.000000000000000000e+00
3.812715411186218262e+01,3.407077275901472802e-01,0.000000000000000000e+00
3.855316340923309326e+01,3.399113009459116541e-01,2.563546879884839743e-32
3.897918015718460083e+01,3.390330725198916761e-01,0.000000000000000000e+00
3.940519690513610840e+01,3.380969480066023380e-01,0.000000000000000000e+00
3.983120620250701904e+01,3.371047128936008330e-01,0.000000000000000000e+00
4.025722295045852661e+01,3.360581857330285915e-01,0.000000000000000000e+00
4.068323224782943726e+01,3.349564407165227520e-01,0.000000000000000000e+00
4.110924899578094482e+01,3.338098270589978100e-01,0.000000000000000000e+00
4.153526574373245239e+01,3.326329593067546830e-01,0.000000000000000000e+00
4.196128249168395996e+01,3.314152237282038116e-01,0.000000000000000000e+00
4.238728806376457214e+01,3.301709372883866456e-01,5.045681959767604910e-32
4.281330481171607971e+01,3.289000338581344329e-01,0.000000000000000000e+00
4.323931410908699036e+01,3.276110110356356686e-01,0.000000000000000000e+00
4.366533085703849792e+01,3.262870058828508668e-01,0.000000000000000000e+00
4.409134760499000549e+01,3.249623063737938078e-01,0.000000000000000000e+00
4.451735690236091614e+01,3.236076503512781422e-01,0.000000000000000000e+00
4.494337365031242371e+01,3.222606322477569174e-01,0.000000000000000000e+00
4.536939039826393127e+01,3.208873939288132693e-01,0.000000000000000000e+00
4.579539969563484192e+01,3.195215290121889429e-01,0.000000000000000000e+00
4.622141271829605103e+01,3.181389334158625237e-01,0.000000000000000000e+00
4.664742946624755859e+01,3.167633805760114996e-01,0.000000000000000000e+00
4.707343876361846924e+01,3.153870341861351179e-01,0.000000000000000000e+00
4.749945551156997681e+01,3.140053643981716713e-01,0.000000000000000000e+00
4.792547225952148438e+01,3.126304397854240968e-01,0.000000000000000000e+00
4.835148155689239502e+01,3.112541264601320634e-01,0.000000000000000000e+00
4.877749830484390259e+01,3.098864099267817918e-01,0.000000000000000000e+00
4.920351505279541016e+01,3.085087740181141069e-01,0.000000000000000000e+00
4.962952435016632080e+01,3.071506131496529735e-01,0.000000000000000000e+00
5.005554109811782837e+01,3.057894764685965550e-01,0.000000000000000000e+00
5.048155039548873901e+01,3.044402099733367062e-01,0.000000000000000000e+00
5.090756714344024658e+01,3.030992426887590963e-01,0.000000000000000000e+00
5.133358389139175415e+01,3.017668060669544405e-01,1.677675970005932279e-32
5.175959318876266479e+01,3.004390976807178038e-01,0.000000000000000000e+00
5.218560621142387390e+01,2.991221683489927452e-01,1.533559187100769008e-32
5.261162668466567993e+01,2.978072559569155398e-01,0.000000000000000000e+00
5.303763598203659058e+01,2.965023951984933070e-01,0.000000000000000000e+00
5.346364900469779968e+01,2.952159183489927452e-01,0.000000000000000000e+00
5.388966202735900879e+01,2.939308302120365868e-01,0.000000000000000000e+00
5.431567505002021790e+01,2.926568848400203371e-01,0.000000000000000000e+00
5.474169179797172546e+01,2.913938507808532252e-01,0.000000000000000000e+00
5.516770482063293457e+01,2.901413973886913800e-01,0.000000000000000000e+00
5.559371784329414368e+01,2.888986980489249845e-01,0.000000000000000000e+00
5.601973459124565125e+01,2.876664471178262961e-01,0.000000000000000000e+00
5.644574761390686035e+01,2.864417018473844334e-01,0.000000000000000000e+00
5.687175691127777100e+01,2.852267767585068836e-01,0.000000000000000000e+00
5.729777738451957703e+01,2.840216057220247281e-01,0.000000000000000000e+00
5.772379040718078613e+01,2.828222871169798758e-01,0.000000000000000000e+00
5.814979970455169678e+01,2.816378475749111154e-01,0.000000000000000000e+00
